SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
729,Bitcoin,BTC,12/30/18 23:59,3901.909016,3797.219122,3822.384835,3865.952577,4770578575,67475512827
730,Bitcoin,BTC,12/31/18 23:59,3868.742988,3725.867493,3866.838999,3742.700335,4661840806,65331499158
731,Bitcoin,BTC,1/01/19 23:59,3850.913765,3707.231303,3746.713387,3843.519967,4324200990,67098634181
732,Bitcoin,BTC,1/02/19 23:59,3947.981273,3817.409496,3849.216409,3943.409337,5244856836,68849856732
733,Bitcoin,BTC,1/03/19 23:59,3935.685131,3826.222871,3931.048638,3836.741319,4530215219,66994920903
734,Bitcoin,BTC,1/04/19 23:59,3865.934532,3783.853665,3832.039968,3857.717619,4847965467,67368333500
735,Bitcoin,BTC,1/05/19 23:59,3904.903096,3836.900126,3851.973965,3845.19446,5137609824,67157570935
736,Bitcoin,BTC,1/06/19 23:59,4093.297444,3826.513062,3836.519158,4076.632685,5597027440,71206795853
737,Bitcoin,BTC,1/07/19 23:59,4092.613437,4020.893951,4078.585055,4025.248287,5228625637,70316305580
738,Bitcoin,BTC,1/08/19 23:59,4109.021065,3996.955256,4028.472072,4030.847999,5306593305,70422743854
739,Bitcoin,BTC,1/09/19 23:59,4068.403581,4022.662809,4031.552016,4035.296369,5115905225,70508733459
740,Bitcoin,BTC,1/10/19 23:59,4064.066551,3659.174539,4034.411445,3678.924681,6874143796,64288932886
741,Bitcoin,BTC,1/11/19 23:59,3713.881847,3653.069805,3674.015431,3687.365482,5538712865,64443301117
742,Bitcoin,BTC,1/12/19 23:59,3698.978349,3653.810857,3686.973097,3661.30099,4778170883,63994140882
743,Bitcoin,BTC,1/13/19 23:59,3674.759987,3544.927228,3658.868117,3552.953068,4681302466,62106461671
744,Bitcoin,BTC,1/14/19 23:59,3727.836291,3552.285152,3557.311132,3706.05222,5651384490,64789619995
745,Bitcoin,BTC,1/15/19 23:59,3720.153415,3619.949127,3704.216308,3630.675225,5537192302,63477817959
746,Bitcoin,BTC,1/16/19 23:59,3685.77706,3624.673388,3631.509871,3655.006886,5394457145,63909348776
747,Bitcoin,BTC,1/17/19 23:59,3680.136011,3621.960992,3651.870986,3678.563976,5464420383,64327048255
748,Bitcoin,BTC,1/18/19 23:59,3682.520002,3637.080865,3677.990584,3657.839435,5002961727,63970991867
749,Bitcoin,BTC,1/19/19 23:59,3758.533523,3652.377835,3652.377835,3728.568365,5955691380,65214103659
750,Bitcoin,BTC,1/20/19 23:59,3743.387971,3583.019486,3725.446125,3601.013592,5582489560,62990143284
751,Bitcoin,BTC,1/21/19 23:59,3608.840849,3558.537148,3600.372739,3576.032439,5004347059,62559869612
752,Bitcoin,BTC,1/22/19 23:59,3620.746551,3539.721324,3575.08124,3604.577052,5313623556,63065139424
753,Bitcoin,BTC,1/23/19 23:59,3623.067752,3565.314033,3605.557022,3585.123066,5433755649,62731361272
754,Bitcoin,BTC,1/24/19 23:59,3616.087414,3569.092847,3584.500301,3600.865501,5262869046,63014066012
755,Bitcoin,BTC,1/25/19 23:59,3612.927662,3575.597333,3607.390384,3599.765888,5265847539,63000985908
756,Bitcoin,BTC,1/26/19 23:59,3654.933193,3593.345837,3599.715363,3602.460439,5098183235,63054898963
757,Bitcoin,BTC,1/27/19 23:59,3612.671428,3567.245758,3604.687267,3583.965763,5570752966,62737274093
758,Bitcoin,BTC,1/28/19 23:59,3586.750878,3439.233009,3584.283279,3470.450542,6908930483,60756570314
759,Bitcoin,BTC,1/29/19 23:59,3476.065364,3400.819726,3468.870155,3448.117022,5897159493,60371874099
760,Bitcoin,BTC,1/30/19 23:59,3495.174888,3429.387948,3443.897062,3486.181751,5955112627,61044262622
761,Bitcoin,BTC,1/31/19 23:59,3504.804885,3447.915815,3485.40929,3457.792747,5831198271,60553903927
762,Bitcoin,BTC,2/01/19 23:59,3501.954135,3431.591492,3460.547124,3487.945387,5422926707,61088747491
763,Bitcoin,BTC,2/02/19 23:59,3523.287332,3467.574683,3484.62588,3521.060787,5071623601,61675119055
764,Bitcoin,BTC,2/03/19 23:59,3521.38822,3447.924314,3516.139568,3464.013326,5043937584,60681847608
765,Bitcoin,BTC,2/04/19 23:59,3476.223778,3442.58692,3467.211666,3459.154146,5332718886,60603083461
766,Bitcoin,BTC,2/05/19 23:59,3478.148116,3451.936952,3454.950814,3466.357439,5227549545,60735563490
767,Bitcoin,BTC,2/06/19 23:59,3469.091701,3398.565382,3469.091701,3413.767718,5482196038,59821158612
768,Bitcoin,BTC,2/07/19 23:59,3427.94561,3394.218608,3414.929539,3399.471644,5004962683,59578075991
769,Bitcoin,BTC,2/08/19 23:59,3695.613975,3391.023752,3401.376433,3666.780351,7735623101,64270269953
770,Bitcoin,BTC,2/09/19 23:59,3679.94151,3646.559335,3671.585957,3671.203705,6158833645,64354732475
771,Bitcoin,BTC,2/10/19 23:59,3695.036013,3640.979955,3673.201537,3690.188244,6282256903,64694025951
772,Bitcoin,BTC,2/11/19 23:59,3695.613039,3642.287733,3695.613039,3648.430628,6277056434,63968390250
773,Bitcoin,BTC,2/12/19 23:59,3668.586833,3618.556925,3642.751859,3653.528645,6480384532,64063755250
774,Bitcoin,BTC,2/13/19 23:59,3669.746511,3617.246429,3653.603991,3632.070603,6438903823,63694394519
775,Bitcoin,BTC,2/14/19 23:59,3646.256597,3607.6978,3631.170193,3616.88097,6271044418,63434486052
776,Bitcoin,BTC,2/15/19 23:59,3647.795064,3608.206433,3617.368367,3620.810753,6091952231,63509111125
777,Bitcoin,BTC,2/16/19 23:59,3652.841267,3615.270267,3615.270267,3629.787491,5934744052,63673369195
778,Bitcoin,BTC,2/17/19 23:59,3680.537288,3619.18213,3633.35948,3673.836293,7039512503,64453368779
779,Bitcoin,BTC,2/18/19 23:59,3936.665001,3669.982324,3671.369989,3915.714473,9908216640,68704389994
780,Bitcoin,BTC,2/19/19 23:59,4010.879422,3908.152968,3911.661521,3947.094407,9933626655,69262673238
781,Bitcoin,BTC,2/20/19 23:59,4000.486295,3926.246925,3946.684985,3999.820509,8693373948,70194350042
782,Bitcoin,BTC,2/21/19 23:59,4010.009483,3940.108187,4000.256787,3954.118243,7775128102,69398333876
783,Bitcoin,BTC,2/22/19 23:59,4006.538387,3950.816427,3952.406374,4005.526604,7826525254,70308555857
784,Bitcoin,BTC,2/23/19 23:59,4166.286161,3968.726698,3998.916273,4142.52693,8922258316,72720867208
785,Bitcoin,BTC,2/24/19 23:59,4210.641755,3793.709005,4145.457862,3810.427431,10794227451,66897483404
786,Bitcoin,BTC,2/25/19 23:59,3913.707265,3807.002446,3807.002446,3882.696293,9318796067,68173204651
787,Bitcoin,BTC,2/26/19 23:59,3891.578962,3837.986438,3878.697318,3854.357936,7931218996,67683296223
788,Bitcoin,BTC,2/27/19 23:59,3888.802588,3787.058777,3857.479782,3851.04748,8301309684,67631949500
789,Bitcoin,BTC,2/28/19 23:59,3906.058428,3845.821381,3848.262026,3854.785282,8399767798,67704774107
790,Bitcoin,BTC,3/01/19 23:59,3907.795486,3851.69235,3853.757132,3859.583752,7661247975,67796965743
791,Bitcoin,BTC,3/02/19 23:59,3874.607484,3832.127972,3855.318222,3864.415107,7578786076,67888255371
792,Bitcoin,BTC,3/03/19 23:59,3875.483714,3836.905734,3862.266166,3847.175699,7253558152,67592376373
793,Bitcoin,BTC,3/04/19 23:59,3867.381811,3733.749661,3845.091558,3761.557018,9029175788,66094551587
794,Bitcoin,BTC,3/05/19 23:59,3903.916754,3745.183182,3759.832441,3896.375023,10174126415,68470655400
795,Bitcoin,BTC,3/06/19 23:59,3919.510518,3871.460594,3897.081063,3903.942583,9175291529,68609885776
796,Bitcoin,BTC,3/07/19 23:59,3939.373396,3894.112956,3903.3848,3911.484289,9584165519,68749421311
797,Bitcoin,BTC,3/08/19 23:59,3950.432238,3875.228424,3913.225936,3901.131624,10638638944,68574579320
798,Bitcoin,BTC,3/09/19 23:59,3987.237785,3892.390467,3894.552526,3963.313742,10796103518,69674508655
799,Bitcoin,BTC,3/10/19 23:59,3966.174233,3924.381059,3966.174233,3951.599828,9713267607,69475297370
800,Bitcoin,BTC,3/11/19 23:59,3966.384737,3889.239133,3953.740174,3905.22732,10125901903,68666928025
801,Bitcoin,BTC,3/12/19 23:59,3926.889083,3863.5591,3903.758294,3909.156209,9809887079,68743000581
802,Bitcoin,BTC,3/13/19 23:59,3926.597729,3891.904192,3913.047443,3906.717169,9469184841,68706700381
803,Bitcoin,BTC,3/14/19 23:59,3946.504287,3901.296877,3905.576999,3924.369118,10480789570,69024696307
804,Bitcoin,BTC,3/15/19 23:59,3968.542866,3914.015357,3926.663231,3960.911187,9394210605,69675002377
805,Bitcoin,BTC,3/16/19 23:59,4077.036282,3961.657527,3963.90012,4048.725904,9856166973,71227967573
806,Bitcoin,BTC,3/17/19 23:59,4054.122014,4006.411148,4047.719571,4025.22898,8221625400,70821939585
807,Bitcoin,BTC,3/18/19 23:59,4071.556731,4009.117226,4029.968458,4032.507385,9646954186,70958165407
808,Bitcoin,BTC,3/19/19 23:59,4082.216011,4023.812545,4032.692007,4071.1902,9344919956,71647703828
809,Bitcoin,BTC,3/20/19 23:59,4089.461892,4031.11074,4070.794018,4087.476299,10175916388,71942444088
810,Bitcoin,BTC,3/21/19 23:59,4097.359953,4005.151275,4083.953893,4029.326907,10831212662,70926226882
811,Bitcoin,BTC,3/22/19 23:59,4053.906677,4021.542434,4028.514563,4023.968162,9252935969,70840048102
812,Bitcoin,BTC,3/23/19 23:59,4049.882486,4015.964697,4022.713307,4035.826351,9578850549,71056017910
813,Bitcoin,BTC,3/24/19 23:59,4040.699625,4006.192847,4035.163545,4022.168282,9144851065,70823042992
814,Bitcoin,BTC,3/25/19 23:59,4038.840894,3934.031362,4024.11268,3963.070654,10359818883,69789872373
815,Bitcoin,BTC,3/26/19 23:59,3985.080803,3944.753172,3969.228856,3985.080803,10707678815,70184147203
816,Bitcoin,BTC,3/27/19 23:59,4087.06623,3977.810466,3984.244819,4087.06623,10897131934,71987847571
817,Bitcoin,BTC,3/28/19 23:59,4094.902174,4040.266441,4087.584591,4069.10715,9353915899,71678998915
818,Bitcoin,BTC,3/29/19 23:59,4113.500832,4034.097161,4068.299891,4098.374541,10918665557,72202088875
819,Bitcoin,BTC,3/30/19 23:59,4296.80665,4053.909651,4092.136164,4106.660085,9732688060,72355190645
820,Bitcoin,BTC,3/31/19 23:59,4113.023613,4094.100849,4105.456177,4105.404296,9045122443,72339379036
821,Bitcoin,BTC,4/01/19 23:59,4164.953324,4096.901255,4105.362421,4158.18307,10157794171,73269368747
822,Bitcoin,BTC,4/02/19 23:59,4905.954433,4155.316678,4156.919643,4879.877828,21315047816,85986009273
823,Bitcoin,BTC,4/03/19 23:59,5307.003609,4876.621311,4879.958133,4973.021815,22899891582,87655288145
824,Bitcoin,BTC,4/04/19 23:59,5063.159726,4836.793822,4971.307741,4922.798788,18251810240,86778727821
825,Bitcoin,BTC,4/05/19 23:59,5053.509974,4919.491634,4922.806118,5036.6811,16837325387,88796118650
826,Bitcoin,BTC,4/06/19 23:59,5205.821931,4992.222001,5036.793024,5059.817188,16929795194,89212733450
827,Bitcoin,BTC,4/07/19 23:59,5235.186435,5050.412302,5062.793761,5198.89699,16655416140,91674230186
828,Bitcoin,BTC,4/08/19 23:59,5318.836488,5148.211814,5199.835378,5289.77104,17154113634,93286365973
829,Bitcoin,BTC,4/09/19 23:59,5289.917981,5167.419058,5289.917981,5204.958378,14722104361,91799330425
830,Bitcoin,BTC,4/10/19 23:59,5421.651468,5193.382509,5204.105308,5324.551869,15504590933,93918439274
831,Bitcoin,BTC,4/11/19 23:59,5354.225466,5017.29641,5325.081555,5064.487672,16555616019,89341168457
832,Bitcoin,BTC,4/12/19 23:59,5103.274409,4955.8526,5061.200887,5089.538912,13675206312,89792633045
833,Bitcoin,BTC,4/13/19 23:59,5127.122094,5061.58937,5088.849973,5096.586563,10823289598,89925574875
834,Bitcoin,BTC,4/14/19 23:59,5184.016064,5053.568586,5095.758634,5167.722367,10391952498,91188595341
835,Bitcoin,BTC,4/15/19 23:59,5196.606799,5024.069374,5167.321983,5067.108472,12290155061,89422237603
836,Bitcoin,BTC,4/16/19 23:59,5238.945238,5055.194961,5066.577601,5235.559419,11618660197,92404613297
837,Bitcoin,BTC,4/17/19 23:59,5274.275553,5219.205599,5236.13524,5251.938189,12438480677,92702617458
838,Bitcoin,BTC,4/18/19 23:59,5319.986114,5250.506659,5251.480692,5298.385699,13256489918,93532402741
839,Bitcoin,BTC,4/19/19 23:59,5336.680003,5233.335205,5298.154529,5303.812616,13780238655,93638345002
840,Bitcoin,BTC,4/20/19 23:59,5358.490493,5295.877712,5304.16054,5337.886132,13169647522,94248717444
841,Bitcoin,BTC,4/21/19 23:59,5359.92503,5257.339532,5335.878966,5314.531453,13731844223,93847052256
842,Bitcoin,BTC,4/22/19 23:59,5422.687422,5280.276729,5312.494642,5399.36541,14601631648,95354207776
843,Bitcoin,BTC,4/23/19 23:59,5633.802055,5389.408888,5399.365705,5572.362061,15867308108,98417387004
844,Bitcoin,BTC,4/24/19 23:59,5642.044593,5418.263329,5571.508177,5464.866642,17048033399,96530038144
845,Bitcoin,BTC,4/25/19 23:59,5542.238305,5181.339018,5466.524277,5210.515559,15330283408,92046492864
846,Bitcoin,BTC,4/26/19 23:59,5383.634415,5177.368514,5210.30492,5279.348211,16812108040,93272287960
847,Bitcoin,BTC,4/27/19 23:59,5310.750145,5233.635721,5279.471142,5268.291063,13111274675,93086156556
848,Bitcoin,BTC,4/28/19 23:59,5326.232015,5255.683746,5271.746394,5285.139008,12819992056,93391244395
849,Bitcoin,BTC,4/29/19 23:59,5311.274682,5216.487961,5284.858522,5247.352537,13735490672,92737510865
850,Bitcoin,BTC,4/30/19 23:59,5363.257523,5224.189845,5247.725882,5350.726697,13878964574,94573826827
851,Bitcoin,BTC,5/01/19 23:59,5418.004045,5347.646106,5350.914506,5402.697091,13679528236,95501110091
852,Bitcoin,BTC,5/02/19 23:59,5522.262557,5394.217517,5402.422865,5505.283672,14644460907,97330112147
853,Bitcoin,BTC,5/03/19 23:59,5865.882079,5490.201863,5505.55238,5768.289407,18720780006,1.01986E+11
854,Bitcoin,BTC,5/04/19 23:59,5886.893499,5645.469322,5769.202533,5831.167472,17567780766,1.03112E+11
855,Bitcoin,BTC,5/05/19 23:59,5833.862918,5708.035124,5831.068461,5795.708429,14808830723,1.02494E+11
856,Bitcoin,BTC,5/06/19 23:59,5802.957535,5653.687611,5791.693267,5746.807003,15737171804,1.0164E+11
857,Bitcoin,BTC,5/07/19 23:59,5988.178342,5741.395911,5745.599049,5829.501516,18026409033,1.03112E+11
858,Bitcoin,BTC,5/08/19 23:59,5989.981147,5794.715649,5849.48135,5982.457323,15320605300,1.05829E+11
859,Bitcoin,BTC,5/09/19 23:59,6183.039294,5982.31627,5982.31627,6174.528689,16784645411,1.09239E+11
860,Bitcoin,BTC,5/10/19 23:59,6434.617662,6161.519072,6175.822738,6378.848974,19419875368,1.12863E+11
861,Bitcoin,BTC,5/11/19 23:59,7333.003123,6375.698612,6379.666905,7204.771697,28867562329,1.27488E+11
862,Bitcoin,BTC,5/12/19 23:59,7503.871833,6815.770926,7203.507522,6972.371523,27773333680,1.2339E+11
863,Bitcoin,BTC,5/13/19 23:59,8047.413002,6898.282427,6971.178206,7814.91514,28677672181,1.38317E+11
864,Bitcoin,BTC,5/14/19 23:59,8268.712679,7696.391043,7807.884449,7994.416156,32031452227,1.41509E+11
865,Bitcoin,BTC,5/15/19 23:59,8216.423811,7899.106884,7989.374505,8205.167495,28344112920,1.45254E+11
866,Bitcoin,BTC,5/16/19 23:59,8320.824355,7729.608385,8194.500903,7884.909291,33167197581,1.396E+11
867,Bitcoin,BTC,5/17/19 23:59,7929.145551,7038.124539,7886.925993,7343.895717,30066644905,1.30035E+11
868,Bitcoin,BTC,5/18/19 23:59,7447.271741,7251.504511,7341.664419,7271.207904,21354286562,1.28762E+11
869,Bitcoin,BTC,5/19/19 23:59,8261.941167,7267.963019,7267.963019,8197.689691,25902422040,1.45185E+11
870,Bitcoin,BTC,5/20/19 23:59,8200.967997,7678.781587,8196.923935,7978.309072,23843404340,1.41316E+11
871,Bitcoin,BTC,5/21/19 23:59,8062.16804,7843.339783,7977.96937,7963.327779,25127245056,1.41066E+11
872,Bitcoin,BTC,5/22/19 23:59,7997.612439,7615.987485,7956.292149,7680.066546,24719473175,1.36064E+11
873,Bitcoin,BTC,5/23/19 23:59,7943.79139,7533.196693,7677.268834,7881.846721,24457107820,1.39654E+11
874,Bitcoin,BTC,5/24/19 23:59,8140.719918,7824.448887,7881.695321,7987.371566,25919126991,1.41539E+11
875,Bitcoin,BTC,5/25/19 23:59,8117.925945,7965.976212,7991.885039,8052.543859,22256813107,1.42708E+11
876,Bitcoin,BTC,5/26/19 23:59,8687.520799,7924.670191,8055.205919,8673.216035,26677970091,1.53725E+11
877,Bitcoin,BTC,5/27/19 23:59,8907.174441,8668.70492,8674.072403,8805.778377,27949839564,1.56094E+11
878,Bitcoin,BTC,5/28/19 23:59,8807.01614,8634.721304,8802.7582,8719.961736,24226919267,1.5459E+11
879,Bitcoin,BTC,5/29/19 23:59,8755.852079,8482.728938,8718.591329,8659.487756,23473479966,1.53537E+11
880,Bitcoin,BTC,5/30/19 23:59,9008.314568,8221.273366,8661.760506,8319.472229,29246528551,1.47525E+11
881,Bitcoin,BTC,5/31/19 23:59,8586.659378,8172.550844,8320.286376,8574.501649,25365190957,1.5206E+11
882,Bitcoin,BTC,6/01/19 23:59,8625.600259,8481.578222,8573.839725,8564.016472,22488303544,1.5189E+11
883,Bitcoin,BTC,6/02/19 23:59,8809.303991,8561.235139,8565.473262,8742.9581,20266216022,1.55077E+11
884,Bitcoin,BTC,6/03/19 23:59,8743.500124,8204.185815,8741.747216,8208.99483,22004511436,1.45619E+11
885,Bitcoin,BTC,6/04/19 23:59,8210.985824,7564.488604,8210.985824,7707.770771,24609731549,1.36743E+11
886,Bitcoin,BTC,6/05/19 23:59,7901.848905,7668.6687,7704.34318,7824.231539,21760923463,1.38825E+11
887,Bitcoin,BTC,6/06/19 23:59,7937.340879,7571.470972,7819.633378,7822.023382,19474611077,1.38801E+11
888,Bitcoin,BTC,6/07/19 23:59,8126.153483,7788.373392,7826.901265,8043.951358,19141423231,1.42755E+11
889,Bitcoin,BTC,6/08/19 23:59,8076.891101,7837.610961,8036.774936,7954.127724,16522722810,1.41173E+11
890,Bitcoin,BTC,6/09/19 23:59,7975.974326,7583.219713,7949.674706,7688.077111,16610726547,1.36465E+11
891,Bitcoin,BTC,6/10/19 23:59,8031.909896,7586.730847,7692.284679,8000.329823,18689275117,1.42023E+11
892,Bitcoin,BTC,6/11/19 23:59,8026.394218,7772.80393,8004.243542,7927.714351,17107279932,1.40749E+11
893,Bitcoin,BTC,6/12/19 23:59,8196.648257,7862.35979,7925.434104,8145.857474,19034432883,1.44635E+11
894,Bitcoin,BTC,6/13/19 23:59,8311.56743,8087.061166,8145.54523,8230.923831,18669407147,1.4616E+11
895,Bitcoin,BTC,6/14/19 23:59,8710.636421,8183.392933,8230.898774,8693.832815,19831162906,1.54399E+11
896,Bitcoin,BTC,6/15/19 23:59,8859.127467,8618.395964,8689.746414,8838.375234,18371033226,1.56982E+11
897,Bitcoin,BTC,6/16/19 23:59,9335.866942,8814.556459,8841.440784,8994.488013,23348550311,1.59769E+11
898,Bitcoin,BTC,6/17/19 23:59,9416.40744,8988.923709,8988.923709,9320.352183,15562951919,1.65573E+11
899,Bitcoin,BTC,6/18/19 23:59,9348.374428,9004.901746,9335.466902,9081.762851,15848210536,1.61354E+11
900,Bitcoin,BTC,6/19/19 23:59,9299.621044,9070.395994,9078.727603,9273.521766,15546809946,1.64781E+11
901,Bitcoin,BTC,6/20/19 23:59,9594.420276,9232.484263,9273.060783,9527.16035,17846823784,1.69305E+11
902,Bitcoin,BTC,6/21/19 23:59,10144.55672,9525.074608,9525.074608,10144.55672,20624008643,1.80293E+11
903,Bitcoin,BTC,6/22/19 23:59,11157.34552,10107.0352,10175.92396,10701.69101,29995204861,1.90214E+11
904,Bitcoin,BTC,6/23/19 23:59,11246.14418,10556.09593,10696.69093,10855.37102,20998326502,1.9297E+11
905,Bitcoin,BTC,6/24/19 23:59,11065.89602,10610.42808,10853.74384,11011.10245,19271652365,1.95763E+11
906,Bitcoin,BTC,6/25/19 23:59,11790.91653,11007.20207,11007.20207,11790.91653,24879684533,2.09648E+11
907,Bitcoin,BTC,6/26/19 23:59,13796.48908,11755.59778,11778.58113,13016.23174,45105733173,2.31462E+11
908,Bitcoin,BTC,6/27/19 23:59,13311.1443,10491.8523,13017.12487,11182.80629,39977475223,1.98879E+11
909,Bitcoin,BTC,6/28/19 23:59,12445.17522,10914.49486,11162.16783,12407.332,35087757766,2.20681E+11
910,Bitcoin,BTC,6/29/19 23:59,12400.91022,11508.37843,12400.76369,11959.37098,29923961128,2.1274E+11
911,Bitcoin,BTC,6/30/19 23:59,12178.38336,10799.00858,11931.99073,10817.1556,27256473494,1.92442E+11
912,Bitcoin,BTC,7/01/19 23:59,11206.43986,10089.31437,10796.93062,10583.13452,29378589324,1.88298E+11
913,Bitcoin,BTC,7/02/19 23:59,10912.18862,9737.884544,10588.68369,10801.67792,31015895223,1.92207E+11
914,Bitcoin,BTC,7/03/19 23:59,11968.0777,10818.15582,10818.15582,11961.26934,30796494294,2.12867E+11
915,Bitcoin,BTC,7/04/19 23:59,12006.07536,11166.56886,11972.71858,11215.43755,25920294033,1.99617E+11
916,Bitcoin,BTC,7/05/19 23:59,11395.66136,10874.96492,11203.10249,10978.45995,23838480210,1.95425E+11
917,Bitcoin,BTC,7/06/19 23:59,11620.96515,10982.54391,10982.54391,11208.55085,21092024306,1.99546E+11
918,Bitcoin,BTC,7/07/19 23:59,11541.61987,11148.80481,11217.61593,11450.84676,19369044277,2.03882E+11
919,Bitcoin,BTC,7/08/19 23:59,12345.83315,11393.37431,11446.59716,12285.95822,23482551458,2.18778E+11
920,Bitcoin,BTC,7/09/19 23:59,12779.1321,12233.26203,12284.32646,12573.81294,28167921523,2.23928E+11
921,Bitcoin,BTC,7/10/19 23:59,13129.52893,11710.97841,12571.53716,12156.51263,33627574244,2.16516E+11
922,Bitcoin,BTC,7/11/19 23:59,12144.62279,11158.92281,12139.71384,11358.66175,28595327690,2.02324E+11
923,Bitcoin,BTC,7/12/19 23:59,11905.48701,11179.14484,11354.29962,11815.98669,23534692797,2.10494E+11
924,Bitcoin,BTC,7/13/19 23:59,11841.9572,10908.47932,11813.12732,11392.37934,21042616384,2.02968E+11
925,Bitcoin,BTC,7/14/19 23:59,11451.20377,10234.57641,11381.0209,10256.05828,22486000001,1.82742E+11
926,Bitcoin,BTC,7/15/19 23:59,11052.7668,9992.00725,10257.83854,10895.08939,25384047207,1.94148E+11
927,Bitcoin,BTC,7/16/19 23:59,10996.63328,9448.106748,10896.65333,9477.642042,24151199070,1.68909E+11
928,Bitcoin,BTC,7/17/19 23:59,9963.134428,9163.134644,9471.214001,9693.802724,24569921549,1.72777E+11
929,Bitcoin,BTC,7/18/19 23:59,10736.84301,9376.79846,9698.50274,10666.48285,25187024648,1.9013E+11
930,Bitcoin,BTC,7/19/19 23:59,10716.98067,10229.62892,10653.95644,10530.73263,20727426310,1.87726E+11
931,Bitcoin,BTC,7/20/19 23:59,11048.66235,10451.27601,10525.819,10767.13952,20206615155,1.91964E+11
932,Bitcoin,BTC,7/21/19 23:59,10841.88778,10389.5998,10777.52969,10599.1054,17130580467,1.88987E+11
933,Bitcoin,BTC,7/22/19 23:59,10651.7912,10154.92158,10596.94807,10343.10617,16334414913,1.84443E+11
934,Bitcoin,BTC,7/23/19 23:59,10346.7477,9883.59513,10346.7477,9900.768011,17851916995,1.76573E+11
935,Bitcoin,BTC,7/24/19 23:59,9908.797237,9614.306583,9887.730844,9811.926188,17398734322,1.75006E+11
936,Bitcoin,BTC,7/25/19 23:59,10154.25403,9773.95671,9809.096908,9911.842265,15821952090,1.76806E+11
937,Bitcoin,BTC,7/26/19 23:59,9916.51773,9717.982241,9913.127189,9870.303538,14495714483,1.76086E+11
938,Bitcoin,BTC,7/27/19 23:59,10167.32056,9411.521808,9871.164991,9477.677678,16817809536,1.691E+11
939,Bitcoin,BTC,7/28/19 23:59,9575.545349,9252.296863,9491.626887,9552.860435,13738687093,1.70462E+11
940,Bitcoin,BTC,7/29/19 23:59,9681.648008,9472.948337,9548.178894,9519.145914,13791445323,1.6988E+11
941,Bitcoin,BTC,7/30/19 23:59,9701.759394,9437.336287,9522.328955,9607.423687,13829811132,1.71472E+11
942,Bitcoin,BTC,7/31/19 23:59,10085.62775,9598.097683,9604.051159,10085.62775,16631520648,1.80029E+11
943,Bitcoin,BTC,8/01/19 23:59,10446.92033,9922.019816,10077.44259,10399.66942,17165337858,1.85653E+11
944,Bitcoin,BTC,8/02/19 23:59,10657.95271,10371.01399,10402.04343,10518.17468,17489094082,1.87791E+11
945,Bitcoin,BTC,8/03/19 23:59,10946.78133,10503.5044,10519.27835,10821.72651,15352685061,1.93234E+11
946,Bitcoin,BTC,8/04/19 23:59,11009.20691,10620.27825,10821.63294,10970.18422,16530894787,1.95908E+11
947,Bitcoin,BTC,8/05/19 23:59,11895.09193,10960.73573,10960.73573,11805.65373,23875988832,2.10849E+11
948,Bitcoin,BTC,8/06/19 23:59,12273.82138,11290.73165,11811.54503,11478.16935,23635107660,2.05023E+11
949,Bitcoin,BTC,8/07/19 23:59,12036.98989,11433.70121,11476.19344,11941.96834,22194988641,2.1333E+11
950,Bitcoin,BTC,8/08/19 23:59,11979.42017,11556.16845,11954.04034,11966.40741,19481591730,2.13788E+11
951,Bitcoin,BTC,8/09/19 23:59,11970.45771,11709.74538,11953.46954,11862.93676,18339989960,2.11961E+11
952,Bitcoin,BTC,8/10/19 23:59,11915.65526,11323.89876,11861.5567,11354.02422,18125355447,2.0289E+11
953,Bitcoin,BTC,8/11/19 23:59,11523.57938,11248.29482,11349.73989,11523.57938,15774371518,2.05942E+11
954,Bitcoin,BTC,8/12/19 23:59,11528.18937,11320.9515,11528.18937,11382.61596,13647198229,2.03441E+11
955,Bitcoin,BTC,8/13/19 23:59,11420.04986,10830.32691,11385.0525,10895.83044,16681503537,1.94763E+11
956,Bitcoin,BTC,8/14/19 23:59,10889.55692,10028.13536,10889.48774,10051.70393,19990838300,1.79693E+11
957,Bitcoin,BTC,8/15/19 23:59,10437.41065,9675.31642,10038.42171,10311.54543,22899115082,1.84358E+11
958,Bitcoin,BTC,8/16/19 23:59,10524.34983,9855.47883,10319.42035,10374.33935,20228207096,1.855E+11
959,Bitcoin,BTC,8/17/19 23:59,10452.62469,10086.69796,10358.72254,10231.74385,13778035685,1.82967E+11
960,Bitcoin,BTC,8/18/19 23:59,10487.07024,10119.09461,10233.0063,10345.81038,12999813869,1.85023E+11
961,Bitcoin,BTC,8/19/19 23:59,10916.05387,10313.20443,10350.28363,10916.05387,16038264603,1.95243E+11
962,Bitcoin,BTC,8/20/19 23:59,10947.04172,10618.96068,10916.34672,10763.23263,15053082175,1.9253E+11
963,Bitcoin,BTC,8/21/19 23:59,10798.72979,9962.721644,10764.57275,10138.04936,19473084768,1.81365E+11
964,Bitcoin,BTC,8/22/19 23:59,10232.99603,9831.46262,10142.52143,10131.0561,17097508856,1.81257E+11
965,Bitcoin,BTC,8/23/19 23:59,10442.44352,10078.19273,10136.30953,10407.96533,15627023886,1.86231E+11
966,Bitcoin,BTC,8/24/19 23:59,10418.02043,9982.296855,10407.64423,10159.96054,15451030650,1.81814E+11
967,Bitcoin,BTC,8/25/19 23:59,10304.62226,10008.78875,10160.73702,10138.51767,14153856610,1.8145E+11
